tx,ty,tile_id,bx_global,by_global,dominant_texture,dominant_pct,n_textures,tex_1,pct_1,tex_2,pct_2,tex_3,pct_3,tex_4,pct_4,tex_5,pct_5,tex_6,pct_6,tex_7,pct_7
17,24,785,71,97,ForestDeciduous_02,56.12,5,ForestDeciduous_02,56.12,Grass_02,27.23,Dirt_01,8.94,Rock_01,4.57,Asphalt_01,3.14,,,,
17,24,785,68,98,Dirt_01,100.0,1,Dirt_01,100.0,,,,,,,,,,,,
17,24,785,69,98,Dirt_01,100.0,1,Dirt_01,100.0,,,,,,,,,,,,
17,24,785,70,98,Dirt_01,47.59,3,Dirt_01,47.59,ForestDeciduous_02,45.53,Grass_03,6.88,,,,,,,,
17,24,785,71,98,ForestDeciduous_02,95.38,3,ForestDeciduous_02,95.38,Dirt_01,3.77,Grass_02,0.74,,,,,,,,
17,24,785,68,99,Dirt_01,99.71,1,Dirt_01,99.71,,,,,,,,,,,,
17,24,785,69,99,Dirt_01,100.0,1,Dirt_01,100.0,,,,,,,,,,,,
17,24,785,70,99,Dirt_01,55.73,4,Dirt_01,55.73,Rock_01,17.34,ForestDeciduous_02,14.15,Grass_03,12.77,,,,,,
17,24,785,71,99,ForestDeciduous_02,98.51,2,ForestDeciduous_02,98.51,Dirt_01,1.44,,,,,,,,,,
18,24,786,72,96,ForestDeciduous_02,99.3,2,ForestDeciduous_02,99.3,Grass_02,0.53,,,,,,,,,,
18,24,786,73,96,ForestDeciduous_02,96.1,2,ForestDeciduous_02,96.1,Dirt_01,3.84,,,,,,,,,,
18,24,786,74,96,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
18,24,786,75,96,ForestDeciduous_02,90.94,2,ForestDeciduous_02,90.94,Asphalt_01,9.06,,,,,,,,,,
18,24,786,72,97,ForestDeciduous_02,77.3,4,ForestDeciduous_02,77.3,Grass_02,7.71,Asphalt_01,7.69,Dirt_01,7.3,,,,,,
18,24,786,73,97,ForestDeciduous_02,98.72,2,ForestDeciduous_02,98.72,Dirt_01,1.27,,,,,,,,,,
18,24,786,74,97,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
18,24,786,75,97,ForestDeciduous_02,91.15,2,ForestDeciduous_02,91.15,Asphalt_01,8.8,,,,,,,,,,
18,24,786,72,98,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
18,24,786,73,98,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
18,24,786,74,98,ForestDeciduous_02,99.49,2,ForestDeciduous_02,99.49,Asphalt_01,0.51,,,,,,,,,,
18,24,786,75,98,ForestDeciduous_02,90.95,2,ForestDeciduous_02,90.95,Asphalt_01,9.05,,,,,,,,,,
18,24,786,72,99,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
18,24,786,73,99,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
18,24,786,74,99,ForestDeciduous_02,90.41,2,ForestDeciduous_02,90.41,Asphalt_01,9.59,,,,,,,,,,
18,24,786,75,99,ForestDeciduous_02,99.42,1,ForestDeciduous_02,99.42,,,,,,,,,,,,
19,24,787,76,96,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
19,24,787,77,96,ForestDeciduous_02,64.59,5,ForestDeciduous_02,64.59,Grass_02,24.8,Dirt_01,7.72,Grass_03,1.82,Dirt_02,1.07,,,,
19,24,787,78,96,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
19,24,787,79,96,ForestDeciduous_02,94.97,2,ForestDeciduous_02,94.97,Grass_03,5.03,,,,,,,,,,
19,24,787,76,97,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
19,24,787,77,97,ForestDeciduous_02,63.76,5,ForestDeciduous_02,63.76,Grass_02,22.69,Grass_03,6.48,Dirt_01,5.86,Dirt_02,1.21,,,,
19,24,787,78,97,ForestDeciduous_02,99.17,2,ForestDeciduous_02,99.17,Grass_03,0.83,,,,,,,,,,
19,24,787,79,97,ForestDeciduous_02,66.27,3,ForestDeciduous_02,66.27,Grass_03,18.04,ZI_Crop_Field_03,15.69,,,,,,,,
19,24,787,76,98,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
19,24,787,77,98,ForestDeciduous_02,93.81,3,ForestDeciduous_02,93.81,Grass_02,4.97,Grass_03,0.81,,,,,,,,
19,24,787,78,98,ForestDeciduous_02,86.06,4,ForestDeciduous_02,86.06,Grass_03,7.11,Grass_02,3.44,Dirt_01,3.39,,,,,,
19,24,787,79,98,ForestDeciduous_02,81.87,3,ForestDeciduous_02,81.87,ZI_Crop_Field_03,9.62,Grass_03,8.5,,,,,,,,
19,24,787,76,99,ForestDeciduous_02,93.27,3,ForestDeciduous_02,93.27,Grass_03,3.53,Dirt_01,2.95,,,,,,,,
19,24,787,77,99,ForestDeciduous_02,80.47,3,ForestDeciduous_02,80.47,Grass_03,15.76,Dirt_01,3.77,,,,,,,,
19,24,787,78,99,ForestDeciduous_02,69.5,4,ForestDeciduous_02,69.5,Grass_03,12.06,Grass_02,10.64,Dirt_01,7.79,,,,,,
19,24,787,79,99,ForestDeciduous_02,86.36,2,ForestDeciduous_02,86.36,Grass_03,13.64,,,,,,,,,,
20,24,788,80,96,Crop_Field_01,44.83,3,Crop_Field_01,44.83,ZI_Crop_Field_01,40.77,Grass_03,14.2,,,,,,,,
20,24,788,81,96,ZI_Crop_Field_01,77.22,3,ZI_Crop_Field_01,77.22,Crop_Field_01,12.59,Grass_03,10.2,,,,,,,,
20,24,788,82,96,ZI_Crop_Field_01,70.79,3,ZI_Crop_Field_01,70.79,Crop_Field_01,17.61,Grass_03,11.6,,,,,,,,
20,24,788,83,96,Crop_Field_01,58.42,4,Crop_Field_01,58.42,ZI_Crop_Field_01,22.95,Grass_03,13.94,ZI_Crop_Field_03,4.69,,,,,,
20,24,788,80,97,ZI_Crop_Field_03,31.3,4,ZI_Crop_Field_03,31.3,Crop_Field_01,30.75,Crop_Field_02,25.49,Grass_03,12.22,,,,,,
20,24,788,81,97,Crop_Field_02,40.69,4,Crop_Field_02,40.69,Crop_Field_01,33.69,ZI_Crop_Field_03,16.3,Grass_03,9.33,,,,,,
20,24,788,82,97,Crop_Field_02,43.71,4,Crop_Field_02,43.71,Crop_Field_01,33.33,ZI_Crop_Field_03,13.48,Grass_03,9.27,,,,,,
20,24,788,83,97,Crop_Field_02,61.08,3,Crop_Field_02,61.08,Crop_Field_01,34.38,Grass_03,4.54,,,,,,,,
20,24,788,80,98,ZI_Crop_Field_03,96.77,2,ZI_Crop_Field_03,96.77,Grass_03,3.06,,,,,,,,,,
20,24,788,81,98,ZI_Crop_Field_03,90.02,2,ZI_Crop_Field_03,90.02,Grass_03,9.98,,,,,,,,,,
20,24,788,82,98,ZI_Crop_Field_03,72.52,3,ZI_Crop_Field_03,72.52,Crop_Field_02,16.4,Grass_03,11.08,,,,,,,,
20,24,788,83,98,Crop_Field_02,100.0,1,Crop_Field_02,100.0,,,,,,,,,,,,
20,24,788,80,99,ZI_Crop_Field_03,57.75,3,ZI_Crop_Field_03,57.75,Crop_Field_02,27.55,Grass_03,14.7,,,,,,,,
20,24,788,81,99,ZI_Crop_Field_03,62.88,3,ZI_Crop_Field_03,62.88,Crop_Field_02,31.55,Grass_03,5.57,,,,,,,,
20,24,788,82,99,Crop_Field_02,45.94,3,Crop_Field_02,45.94,ZI_Crop_Field_03,45.11,Grass_03,8.94,,,,,,,,
20,24,788,83,99,Crop_Field_02,98.82,2,Crop_Field_02,98.82,Grass_03,1.18,,,,,,,,,,
21,24,789,84,96,ZI_Crop_Field_03,74.51,3,ZI_Crop_Field_03,74.51,Grass_03,12.92,Crop_Field_01,12.57,,,,,,,,
21,24,789,85,96,ZI_Crop_Field_03,61.76,4,ZI_Crop_Field_03,61.76,ZI_Crop_Field_Cut_01,14.26,Grass_03,12.48,Crop_Field_01,11.5,,,,,,
21,24,789,86,96,Crop_Field_01,50.24,3,Crop_Field_01,50.24,ZI_Crop_Field_Cut_01,35.62,Grass_03,14.14,,,,,,,,
21,24,789,87,96,Crop_Field_01,91.73,5,Crop_Field_01,91.73,ZI_Crop_Field_03,3.06,Grass_03,2.36,ZI_Crop_Field_01,1.49,Dirt_01,1.37,,,,
21,24,789,84,97,Crop_Field_02,62.68,3,Crop_Field_02,62.68,Crop_Field_01,32.21,Grass_03,5.11,,,,,,,,
21,24,789,85,97,Crop_Field_02,62.63,3,Crop_Field_02,62.63,Crop_Field_01,25.32,Grass_03,11.8,,,,,,,,
21,24,789,86,97,Crop_Field_02,61.74,3,Crop_Field_02,61.74,Crop_Field_01,27.2,Grass_03,10.92,,,,,,,,
21,24,789,87,97,Crop_Field_02,61.71,4,Crop_Field_02,61.71,Crop_Field_01,26.21,Grass_03,10.94,Dirt_02,0.83,,,,,,
21,24,789,84,98,Crop_Field_02,96.59,2,Crop_Field_02,96.59,Grass_03,3.41,,,,,,,,,,
21,24,789,85,98,Crop_Field_02,93.14,2,Crop_Field_02,93.14,Grass_03,6.86,,,,,,,,,,
21,24,789,86,98,Crop_Field_02,91.55,3,Crop_Field_02,91.55,Grass_03,6.77,Dirt_01,1.68,,,,,,,,
21,24,789,87,98,Crop_Field_02,51.91,4,Crop_Field_02,51.91,Grass_03,23.0,ZI_Crop_Field_03,19.67,Dirt_01,5.39,,,,,,
21,24,789,84,99,Crop_Field_02,82.82,4,Crop_Field_02,82.82,Grass_03,10.84,Dirt_01,3.53,ZI_Crop_Field_03,2.74,,,,,,
21,24,789,85,99,Crop_Field_02,40.65,4,Crop_Field_02,40.65,ZI_Crop_Field_03,39.11,Grass_03,14.85,Dirt_01,5.39,,,,,,
21,24,789,86,99,ZI_Crop_Field_03,76.29,4,ZI_Crop_Field_03,76.29,Grass_03,13.83,Crop_Field_02,5.58,Dirt_01,4.31,,,,,,
21,24,789,87,99,ZI_Crop_Field_03,96.62,2,ZI_Crop_Field_03,96.62,Grass_03,3.38,,,,,,,,,,
22,24,790,88,96,ZI_Crop_Field_03,64.25,3,ZI_Crop_Field_03,64.25,ZI_Crop_Field_01,28.85,Grass_03,6.67,,,,,,,,
22,24,790,89,96,Crop_Field_01,49.1,5,Crop_Field_01,49.1,Grass_03,18.42,ZI_Crop_Field_03,14.93,ZI_Crop_Field_01,14.01,Crop_Field_02,3.54,,,,
22,24,790,90,96,Grass_03,28.68,4,Grass_03,28.68,Crop_Field_01,28.45,Crop_Field_02,27.38,ZI_Crop_Field_01,15.49,,,,,,
22,24,790,91,96,Grass_03,73.9,4,Grass_03,73.9,Dirt_01,16.78,ForestDeciduous_02,7.11,Crop_Field_02,2.21,,,,,,
22,24,790,88,97,Grass_03,54.16,3,Grass_03,54.16,ZI_Crop_Field_01,37.36,Dirt_02,8.39,,,,,,,,
22,24,790,89,97,ZI_Crop_Field_01,53.48,5,ZI_Crop_Field_01,53.48,Grass_03,22.82,Crop_Field_01,15.25,Dirt_01,7.15,Dirt_02,1.3,,,,
22,24,790,90,97,ZI_Crop_Field_01,41.49,4,ZI_Crop_Field_01,41.49,Crop_Field_02,26.49,Crop_Field_01,17.35,Grass_03,14.36,,,,,,
22,24,790,91,97,Grass_03,77.87,2,Grass_03,77.87,Crop_Field_02,21.65,,,,,,,,,,
22,24,790,88,98,ZI_Crop_Field_01,56.63,5,ZI_Crop_Field_01,56.63,Grass_03,30.67,Crop_Field_01,5.92,Dirt_01,4.64,Dirt_02,2.13,,,,
22,24,790,89,98,ZI_Crop_Field_01,95.23,3,ZI_Crop_Field_01,95.23,Crop_Field_01,2.56,Grass_03,2.14,,,,,,,,
22,24,790,90,98,Crop_Field_02,39.28,5,Crop_Field_02,39.28,ZI_Crop_Field_01,27.36,Grass_03,23.48,Dirt_01,6.69,Crop_Field_01,3.19,,,,
22,24,790,91,98,ZI_Crop_Field_04,37.27,4,ZI_Crop_Field_04,37.27,Crop_Field_01,23.63,Grass_03,20.95,Crop_Field_02,18.12,,,,,,
22,24,790,88,99,ZI_Crop_Field_01,65.14,4,ZI_Crop_Field_01,65.14,Grass_03,22.2,ZI_Crop_Field_03,8.53,Crop_Field_01,4.14,,,,,,
22,24,790,89,99,ZI_Crop_Field_01,99.97,1,ZI_Crop_Field_01,99.97,,,,,,,,,,,,
22,24,790,90,99,ZI_Crop_Field_01,48.07,5,ZI_Crop_Field_01,48.07,Grass_03,23.26,Crop_Field_02,12.56,Crop_Field_01,10.24,Dirt_01,5.86,,,,
22,24,790,91,99,ZI_Crop_Field_01,66.57,5,ZI_Crop_Field_01,66.57,ZI_Crop_Field_04,19.62,Grass_03,8.79,Crop_Field_01,3.99,Crop_Field_02,1.03,,,,
23,24,791,92,96,Grass_01,35.35,4,Grass_01,35.35,ForestDeciduous_02,34.05,Dirt_01,21.49,Grass_03,9.11,,,,,,
23,24,791,93,96,Grass_03,60.65,5,Grass_03,60.65,Dirt_01,13.61,ForestDeciduous_02,9.79,ZI_Crop_Field_01,9.39,Asphalt_01,6.57,,,,
23,24,791,94,96,ZI_Crop_Field_01,99.1,2,ZI_Crop_Field_01,99.1,Grass_03,0.52,,,,,,,,,,
23,24,791,95,96,ZI_Crop_Field_01,87.22,4,ZI_Crop_Field_01,87.22,Grass_03,10.57,Dirt_01,1.59,Crop_Field_01,0.63,,,,,,
23,24,791,92,97,ForestDeciduous_02,52.01,4,ForestDeciduous_02,52.01,Grass_03,22.52,Grass_01,17.55,Dirt_01,7.92,,,,,,
23,24,791,93,97,Grass_03,50.17,5,Grass_03,50.17,ForestDeciduous_02,37.45,Asphalt_01,7.75,Dirt_01,3.87,Cobblestone_01_Wave,0.75,,,,
23,24,791,94,97,ZI_Crop_Field_01,55.69,4,ZI_Crop_Field_01,55.69,Grass_03,41.27,Dirt_01,2.27,Crop_Field_01,0.77,,,,,,
23,24,791,95,97,Grass_03,50.46,3,Grass_03,50.46,ZI_Crop_Field_01,48.52,Crop_Field_01,0.57,,,,,,,,
23,24,791,92,98,Grass_03,44.59,5,Grass_03,44.59,ZI_Crop_Field_04,29.56,ForestDeciduous_02,16.2,Dirt_01,6.69,ZI_Crop_Field_01,2.96,,,,
23,24,791,93,98,Grass_03,55.41,5,Grass_03,55.41,Cobblestone_01_Wave,19.04,Asphalt_01,12.77,Dirt_01,9.0,ForestDeciduous_02,3.78,,,,
23,24,791,94,98,Grass_03,69.24,5,Grass_03,69.24,ZI_Crop_Field_01,13.5,Dirt_01,8.1,Cobblestone_01_Wave,4.61,Asphalt_01,4.55,,,,
23,24,791,95,98,ZI_Crop_Field_01,83.4,3,ZI_Crop_Field_01,83.4,Grass_03,12.15,Crop_Field_01,4.41,,,,,,,,
23,24,791,92,99,ZI_Crop_Field_01,93.46,2,ZI_Crop_Field_01,93.46,Grass_03,6.38,,,,,,,,,,
23,24,791,93,99,Grass_03,69.95,4,Grass_03,69.95,ZI_Crop_Field_01,22.93,Dirt_01,4.99,Cobblestone_01_Wave,2.12,,,,,,
23,24,791,94,99,Grass_03,64.12,4,Grass_03,64.12,ZI_Crop_Field_01,29.71,Cobblestone_01_Wave,5.29,Dirt_01,0.88,,,,,,
23,24,791,95,99,ZI_Crop_Field_01,93.9,2,ZI_Crop_Field_01,93.9,Grass_03,6.09,,,,,,,,,,
24,24,792,96,96,Grass_03,87.7,4,Grass_03,87.7,Crop_Field_02,9.66,Dirt_01,1.69,ZI_Crop_Field_01,0.87,,,,,,
24,24,792,97,96,Crop_Field_02,47.67,3,Crop_Field_02,47.67,Grass_03,47.47,Dirt_01,4.82,,,,,,,,
24,24,792,98,96,ZI_Crop_Field_01,48.71,4,ZI_Crop_Field_01,48.71,Crop_Field_01,19.57,Crop_Field_02,18.42,Grass_03,13.3,,,,,,
24,24,792,99,96,Crop_Field_01,39.56,4,Crop_Field_01,39.56,ZI_Crop_Field_01,30.5,Grass_03,29.31,ForestDeciduous_02,0.63,,,,,,
24,24,792,96,97,ZI_Crop_Field_01,66.58,4,ZI_Crop_Field_01,66.58,Grass_03,28.83,Crop_Field_02,3.01,Dirt_01,1.44,,,,,,
24,24,792,97,97,Grass_03,49.85,4,Grass_03,49.85,Crop_Field_01,40.11,Dirt_01,8.28,Cobblestone_01_Wave,1.46,,,,,,
24,24,792,98,97,Crop_Field_01,95.22,2,Crop_Field_01,95.22,Grass_03,4.78,,,,,,,,,,
24,24,792,99,97,Crop_Field_01,88.0,2,Crop_Field_01,88.0,Grass_03,12.0,,,,,,,,,,
24,24,792,96,98,ZI_Crop_Field_01,77.26,3,ZI_Crop_Field_01,77.26,Grass_03,21.48,Crop_Field_02,1.26,,,,,,,,
24,24,792,97,98,Crop_Field_01,56.96,4,Crop_Field_01,56.96,ZI_Crop_Field_01,21.58,Grass_03,18.42,Dirt_01,3.04,,,,,,
24,24,792,98,98,Crop_Field_01,84.78,4,Crop_Field_01,84.78,Grass_03,6.12,ForestClearing_Deciduous_01,4.63,ZI_Crop_Field_01,4.47,,,,,,
24,24,792,99,98,Crop_Field_01,86.62,2,Crop_Field_01,86.62,Grass_03,13.38,,,,,,,,,,
24,24,792,96,99,ZI_Crop_Field_01,84.32,4,ZI_Crop_Field_01,84.32,Crop_Field_02,9.3,Grass_03,4.36,Dirt_01,2.02,,,,,,
24,24,792,97,99,ZI_Crop_Field_01,51.15,5,ZI_Crop_Field_01,51.15,Crop_Field_02,33.08,Grass_03,10.0,Crop_Field_01,4.46,Dirt_01,1.32,,,,
24,24,792,98,99,ZI_Crop_Field_01,55.29,4,ZI_Crop_Field_01,55.29,Crop_Field_01,26.92,Grass_03,12.8,Crop_Field_02,4.93,,,,,,
24,24,792,99,99,Crop_Field_02,89.31,3,Crop_Field_02,89.31,Grass_03,8.59,Crop_Field_01,2.1,,,,,,,,
25,24,793,100,96,Grass_03,62.02,5,Grass_03,62.02,Crop_Field_01,15.56,Asphalt_01,9.83,Pebbles_02,8.75,Dirt_01,3.85,,,,
25,24,793,101,96,Grass_03,85.36,5,Grass_03,85.36,ForestConiferous_01_Base,11.58,Debris_Rock_01,1.96,Crop_Field_01,0.55,Asphalt_01,0.54,,,,
25,24,793,102,96,Grass_03,76.11,4,Grass_03,76.11,ForestConiferous_01_Base,12.51,Asphalt_01,10.7,Crop_Field_01,0.65,,,,,,
25,24,793,103,96,ForestConiferous_01_Base,59.94,3,ForestConiferous_01_Base,59.94,Grass_03,38.58,Dirt_01,1.47,,,,,,,,
25,24,793,100,97,Crop_Field_01,79.05,4,Crop_Field_01,79.05,Grass_03,15.95,Pebbles_02,3.97,Dirt_01,1.03,,,,,,
25,24,793,101,97,Grass_03,81.05,4,Grass_03,81.05,Asphalt_01,14.39,Pebbles_02,3.21,Dirt_01,0.89,,,,,,
25,24,793,102,97,Grass_03,62.11,3,Grass_03,62.11,Asphalt_01,36.06,Dirt_01,1.83,,,,,,,,
25,24,793,103,97,Grass_03,70.78,4,Grass_03,70.78,Asphalt_01,23.43,ForestConiferous_01_Base,3.72,Dirt_01,2.07,,,,,,
25,24,793,100,98,Crop_Field_01,88.65,3,Crop_Field_01,88.65,Crop_Field_02,5.77,Grass_03,5.58,,,,,,,,
25,24,793,101,98,Grass_03,61.53,5,Grass_03,61.53,Crop_Field_01,20.29,Crop_Field_02,9.14,Pebbles_02,7.14,Dirt_01,1.9,,,,
25,24,793,102,98,Grass_03,78.35,2,Grass_03,78.35,Asphalt_01,21.65,,,,,,,,,,
25,24,793,103,98,Asphalt_01,52.56,3,Asphalt_01,52.56,Grass_03,45.13,ForestConiferous_01_Base,2.31,,,,,,,,
25,24,793,100,99,Crop_Field_02,85.06,3,Crop_Field_02,85.06,ZI_Crop_Field_01,8.37,Grass_03,6.57,,,,,,,,
25,24,793,101,99,ZI_Crop_Field_01,54.57,5,ZI_Crop_Field_01,54.57,Grass_03,20.85,Crop_Field_02,20.22,Pebbles_02,3.41,Dirt_01,0.95,,,,
25,24,793,102,99,Grass_03,78.59,5,Grass_03,78.59,Asphalt_01,15.97,Pebbles_02,3.67,Dirt_01,0.95,ZI_Crop_Field_01,0.81,,,,
25,24,793,103,99,Asphalt_01,50.67,2,Asphalt_01,50.67,Grass_03,49.33,,,,,,,,,,
26,24,794,104,96,ZI_Crop_Field_01,58.37,5,ZI_Crop_Field_01,58.37,Grass_03,26.04,ForestClearing_Coniferous_01,8.58,Dirt_01,5.74,ForestConiferous_01_Base,1.26,,,,
26,24,794,105,96,ZI_Crop_Field_01,94.74,3,ZI_Crop_Field_01,94.74,Grass_03,2.94,Crop_Field_02,2.31,,,,,,,,
26,24,794,106,96,Grass_03,65.1,4,Grass_03,65.1,Dirt_01,21.34,ZI_Crop_Field_01,12.44,Crop_Field_02,1.13,,,,,,
26,24,794,107,96,Grass_03,80.75,2,Grass_03,80.75,Dirt_01,19.25,,,,,,,,,,
26,24,794,104,97,ZI_Crop_Field_01,60.55,4,ZI_Crop_Field_01,60.55,Grass_03,21.77,Crop_Field_01,15.91,Dirt_01,1.63,,,,,,
26,24,794,105,97,Crop_Field_02,49.79,4,Crop_Field_02,49.79,Crop_Field_01,30.97,ZI_Crop_Field_01,10.75,Grass_03,8.22,,,,,,
26,24,794,106,97,Grass_03,52.97,3,Grass_03,52.97,Crop_Field_02,29.04,Dirt_01,17.99,,,,,,,,
26,24,794,107,97,Grass_03,74.78,2,Grass_03,74.78,Dirt_01,25.22,,,,,,,,,,
26,24,794,104,98,Crop_Field_01,48.39,3,Crop_Field_01,48.39,Grass_03,38.8,Asphalt_01,12.81,,,,,,,,
26,24,794,105,98,Crop_Field_01,79.85,3,Crop_Field_01,79.85,Crop_Field_02,12.15,Grass_03,8.0,,,,,,,,
26,24,794,106,98,Grass_03,40.17,4,Grass_03,40.17,Crop_Field_02,27.31,Crop_Field_01,18.0,Dirt_01,14.26,,,,,,
26,24,794,107,98,Grass_03,77.18,2,Grass_03,77.18,Dirt_01,22.82,,,,,,,,,,
26,24,794,104,99,Asphalt_01,43.45,4,Asphalt_01,43.45,Grass_03,41.07,ZI_Crop_Field_01,8.04,Crop_Field_01,7.23,,,,,,
26,24,794,105,99,ZI_Crop_Field_01,57.15,4,ZI_Crop_Field_01,57.15,Crop_Field_01,32.21,Grass_03,9.5,Dirt_01,1.09,,,,,,
26,24,794,106,99,ForestConiferous_01_Base,68.04,5,ForestConiferous_01_Base,68.04,Grass_03,23.74,Crop_Field_01,3.53,Dirt_01,2.82,ZI_Crop_Field_01,1.88,,,,
26,24,794,107,99,Grass_03,70.19,3,Grass_03,70.19,Dirt_01,20.1,ForestConiferous_01_Base,9.61,,,,,,,,
27,24,795,108,96,Grass_03,93.16,2,Grass_03,93.16,Dirt_01,6.84,,,,,,,,,,
27,24,795,109,96,Grass_03,97.95,2,Grass_03,97.95,Dirt_01,2.05,,,,,,,,,,
27,24,795,110,96,Grass_03,91.68,3,Grass_03,91.68,Concrete_01,7.09,Dirt_01,1.23,,,,,,,,
27,24,795,111,96,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
27,24,795,108,97,Grass_03,90.9,2,Grass_03,90.9,Dirt_01,9.1,,,,,,,,,,
27,24,795,109,97,Grass_03,98.29,3,Grass_03,98.29,Dirt_01,1.06,ForestDeciduous_01_Base,0.65,,,,,,,,
27,24,795,110,97,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
27,24,795,111,97,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
27,24,795,108,98,Grass_03,79.86,3,Grass_03,79.86,Dirt_01,18.01,ForestDeciduous_01_Base,2.13,,,,,,,,
27,24,795,109,98,Grass_03,69.5,4,Grass_03,69.5,Dirt_01,15.3,ForestDeciduous_01_Base,10.07,Pebbles_02,5.07,,,,,,
27,24,795,110,98,Grass_03,88.73,3,Grass_03,88.73,Dirt_01,7.5,ForestDeciduous_01_Base,3.67,,,,,,,,
27,24,795,111,98,Grass_03,95.38,2,Grass_03,95.38,Concrete_01,4.29,,,,,,,,,,
27,24,795,108,99,Grass_03,89.2,4,Grass_03,89.2,ForestDeciduous_01_Base,7.07,Dirt_01,3.16,Pebbles_02,0.53,,,,,,
27,24,795,109,99,Grass_03,74.47,3,Grass_03,74.47,Dirt_01,18.65,Pebbles_02,6.73,,,,,,,,
27,24,795,110,99,Grass_03,62.21,4,Grass_03,62.21,Dirt_01,28.75,Pebbles_02,5.62,ForestDeciduous_01_Base,3.41,,,,,,
27,24,795,111,99,Grass_03,96.57,2,Grass_03,96.57,Dirt_01,3.43,,,,,,,,,,
28,24,796,112,96,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
28,24,796,113,96,Grass_03,60.2,2,Grass_03,60.2,Asphalt_01,39.73,,,,,,,,,,
28,24,796,114,96,Asphalt_01,55.19,2,Asphalt_01,55.19,Grass_03,44.81,,,,,,,,,,
28,24,796,115,96,Asphalt_01,50.83,4,Asphalt_01,50.83,Grass_03,33.21,Concrete_01,15.41,Rock_01,0.54,,,,,,
28,24,796,112,97,Grass_03,99.82,1,Grass_03,99.82,,,,,,,,,,,,
28,24,796,113,97,Grass_03,63.35,2,Grass_03,63.35,Asphalt_01,36.65,,,,,,,,,,
28,24,796,114,97,Grass_03,82.44,2,Grass_03,82.44,Asphalt_01,17.56,,,,,,,,,,
28,24,796,115,97,Grass_03,74.1,3,Grass_03,74.1,Asphalt_01,23.04,Dirt_01,2.86,,,,,,,,
28,24,796,112,98,Grass_03,96.28,2,Grass_03,96.28,Concrete_01,3.5,,,,,,,,,,
28,24,796,113,98,Grass_03,63.36,2,Grass_03,63.36,Asphalt_01,36.64,,,,,,,,,,
28,24,796,114,98,Grass_03,82.33,2,Grass_03,82.33,Asphalt_01,17.67,,,,,,,,,,
28,24,796,115,98,Grass_03,83.53,2,Grass_03,83.53,Dirt_01,16.47,,,,,,,,,,
28,24,796,112,99,Grass_03,98.76,2,Grass_03,98.76,Dirt_01,1.24,,,,,,,,,,
28,24,796,113,99,Grass_03,64.57,2,Grass_03,64.57,Asphalt_01,35.2,,,,,,,,,,
28,24,796,114,99,Grass_03,78.77,3,Grass_03,78.77,Asphalt_01,19.78,Dirt_01,1.44,,,,,,,,
28,24,796,115,99,Grass_03,86.34,2,Grass_03,86.34,Dirt_01,13.66,,,,,,,,,,
29,24,797,116,96,Concrete_01,74.78,3,Concrete_01,74.78,Asphalt_01,15.75,Grass_03,9.09,,,,,,,,
29,24,797,117,96,Concrete_01,53.41,4,Concrete_01,53.41,Grass_03,35.14,Dirt_01,10.11,ForestDeciduous_02,1.34,,,,,,
29,24,797,118,96,Grass_03,91.77,4,Grass_03,91.77,Dirt_01,4.0,ZI_Crop_Field_Cut_01,2.22,ForestDeciduous_02,2.02,,,,,,
29,24,797,119,96,Grass_03,96.96,2,Grass_03,96.96,ZI_Crop_Field_Cut_01,2.77,,,,,,,,,,
29,24,797,116,97,Asphalt_01,52.49,2,Asphalt_01,52.49,Grass_03,47.01,,,,,,,,,,
29,24,797,117,97,Grass_03,63.72,5,Grass_03,63.72,Asphalt_01,22.32,Dirt_01,7.9,Concrete_01,5.39,ForestDeciduous_02,0.67,,,,
29,24,797,118,97,Grass_03,81.33,3,Grass_03,81.33,Dirt_01,14.18,ForestDeciduous_02,4.5,,,,,,,,
29,24,797,119,97,Grass_03,89.8,3,Grass_03,89.8,Rock_01,5.99,Dirt_01,4.05,,,,,,,,
29,24,797,116,98,Grass_03,77.0,3,Grass_03,77.0,Dirt_01,20.38,Asphalt_01,2.62,,,,,,,,
29,24,797,117,98,Grass_03,77.74,3,Grass_03,77.74,Asphalt_01,16.38,Dirt_01,5.89,,,,,,,,
