================================================================================
MONITEUR MÉMOIRE REFORGER WORKBENCH - 2026-06-09 13:02:04
================================================================================
Intervalle: 1.0s
GPU détecté: AMD Radeon 780M Graphics
================================================================================

[13:02:04] +   0.0s | RAM: 11.24/27.65 GB ( 40.7%) | VRAM: N/A
[13:17:08] + 903.3s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:09] + 904.3s | RAM: 13.52/27.65 GB ( 48.9%) | VRAM: N/A
[13:17:10] + 905.3s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:11] + 906.3s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:12] + 907.3s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:13] + 908.4s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:14] + 909.4s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:15] + 910.4s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:17:16] + 911.4s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:17] + 912.4s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:18] + 913.4s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:19] + 914.4s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:20] + 915.5s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:21] + 916.5s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:17:22] + 917.5s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:23] + 918.5s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:24] + 919.5s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:25] + 920.5s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:26] + 921.6s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:27] + 922.6s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:28] + 923.6s | RAM: 13.40/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:29] + 924.6s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:30] + 925.6s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:31] + 926.6s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:32] + 927.7s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:33] + 928.7s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:34] + 929.7s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:35] + 930.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:36] + 931.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:37] + 932.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:17:38] + 933.7s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:17:39] + 934.7s | RAM: 13.49/27.65 GB ( 48.8%) | VRAM: N/A
[13:17:40] + 935.8s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:17:41] + 936.8s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:42] + 937.8s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:43] + 938.8s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:44] + 939.8s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:45] + 940.8s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:46] + 941.9s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:17:47] + 942.9s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:48] + 943.9s | RAM: 13.40/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:49] + 944.9s | RAM: 13.40/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:50] + 945.9s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:51] + 946.9s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:52] + 947.9s | RAM: 13.40/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:53] + 948.9s | RAM: 13.56/27.65 GB ( 49.1%) | VRAM: N/A
[13:17:54] + 949.9s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:55] + 951.0s | RAM: 13.40/27.65 GB ( 48.5%) | VRAM: N/A
[13:17:56] + 952.0s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:57] + 953.0s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:58] + 954.0s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:18:00] + 955.1s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:01] + 956.1s | RAM: 13.39/27.65 GB ( 48.5%) | VRAM: N/A
[13:18:02] + 957.1s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:18:03] + 958.1s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:04] + 959.2s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:05] + 960.2s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:06] + 961.2s | RAM: 13.45/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:07] + 962.2s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:08] + 963.3s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:09] + 964.3s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:10] + 965.3s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:18:11] + 966.3s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:18:12] + 967.3s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:18:13] + 968.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:18:14] + 969.4s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:18:15] + 970.4s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:18:16] + 971.4s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:17] + 972.4s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:18] + 973.4s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:19] + 974.4s | RAM: 13.46/27.65 GB ( 48.7%) | VRAM: N/A
[13:18:20] + 975.5s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:21] + 976.5s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:22] + 977.5s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:23] + 978.5s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:24] + 979.5s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:25] + 980.6s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:18:26] + 981.6s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:27] + 982.6s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:28] + 983.6s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:29] + 984.6s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:30] + 985.6s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:31] + 986.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:18:32] + 987.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:33] + 988.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:34] + 989.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:35] + 990.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:36] + 991.8s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:18:37] + 992.8s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:18:38] + 993.8s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:18:39] + 994.8s | RAM: 13.53/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:40] + 995.9s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:18:41] + 996.9s | RAM: 13.52/27.65 GB ( 48.9%) | VRAM: N/A
[13:18:42] + 997.9s | RAM: 13.52/27.65 GB ( 48.9%) | VRAM: N/A
[13:18:43] + 998.9s | RAM: 13.59/27.65 GB ( 49.1%) | VRAM: N/A
[13:18:44] +1000.0s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:18:45] +1001.0s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:18:46] +1002.0s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:18:47] +1003.0s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:18:49] +1004.1s | RAM: 13.56/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:50] +1005.1s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:51] +1006.1s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:18:52] +1007.1s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:53] +1008.1s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:54] +1009.1s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:55] +1010.1s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:56] +1011.2s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:57] +1012.2s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:18:58] +1013.2s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:18:59] +1014.2s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:00] +1015.2s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:01] +1016.3s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:02] +1017.3s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:03] +1018.3s | RAM: 13.56/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:04] +1019.3s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:05] +1020.3s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:06] +1021.3s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:07] +1022.3s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:08] +1023.4s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:19:09] +1024.4s | RAM: 13.52/27.65 GB ( 48.9%) | VRAM: N/A
[13:19:10] +1025.4s | RAM: 13.68/27.65 GB ( 49.5%) | VRAM: N/A
[13:19:11] +1026.4s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:12] +1027.4s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:13] +1028.5s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:14] +1029.5s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:15] +1030.5s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:16] +1031.5s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:19:17] +1032.5s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:18] +1033.6s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:19] +1034.6s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:20] +1035.6s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:21] +1036.6s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:22] +1037.6s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:23] +1038.6s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:24] +1039.6s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:25] +1040.7s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:26] +1041.7s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:27] +1042.7s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:28] +1043.7s | RAM: 13.40/27.65 GB ( 48.5%) | VRAM: N/A
[13:19:29] +1044.7s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:30] +1045.8s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:31] +1046.8s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:32] +1047.8s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:19:33] +1048.8s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:19:34] +1049.8s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:19:35] +1050.8s | RAM: 13.60/27.65 GB ( 49.2%) | VRAM: N/A
[13:19:36] +1051.8s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:19:37] +1052.9s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:19:38] +1053.9s | RAM: 13.48/27.65 GB ( 48.8%) | VRAM: N/A
[13:19:39] +1054.9s | RAM: 13.66/27.65 GB ( 49.4%) | VRAM: N/A
[13:19:40] +1055.9s | RAM: 13.67/27.65 GB ( 49.4%) | VRAM: N/A
[13:19:41] +1057.0s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:19:43] +1058.0s | RAM: 13.59/27.65 GB ( 49.2%) | VRAM: N/A
[13:19:44] +1059.1s | RAM: 13.59/27.65 GB ( 49.2%) | VRAM: N/A
[13:19:45] +1060.1s | RAM: 13.59/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:46] +1061.1s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:47] +1062.1s | RAM: 13.59/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:48] +1063.1s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:19:49] +1064.1s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:50] +1065.2s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:51] +1066.2s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:52] +1067.2s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:53] +1068.2s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:54] +1069.2s | RAM: 13.59/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:55] +1070.3s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:56] +1071.3s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:57] +1072.3s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:58] +1073.3s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:19:59] +1074.4s | RAM: 13.59/27.65 GB ( 49.1%) | VRAM: N/A
[13:20:00] +1075.4s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:20:01] +1076.4s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:20:02] +1077.4s | RAM: 13.62/27.65 GB ( 49.2%) | VRAM: N/A
[13:20:03] +1078.4s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:20:04] +1079.4s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:20:05] +1080.4s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:20:06] +1081.5s | RAM: 13.70/27.65 GB ( 49.6%) | VRAM: N/A
[13:20:07] +1082.5s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:20:08] +1083.5s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:20:09] +1084.5s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:20:10] +1085.5s | RAM: 13.17/27.65 GB ( 47.6%) | VRAM: N/A
[13:20:11] +1086.5s | RAM: 13.17/27.65 GB ( 47.6%) | VRAM: N/A
[13:20:12] +1087.6s | RAM: 13.06/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:13] +1088.6s | RAM: 13.08/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:14] +1089.6s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:15] +1090.6s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:16] +1091.6s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:17] +1092.7s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:18] +1093.7s | RAM: 13.06/27.65 GB ( 47.2%) | VRAM: N/A
[13:20:19] +1094.7s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:20:20] +1095.7s | RAM: 13.12/27.65 GB ( 47.4%) | VRAM: N/A
[13:20:21] +1096.7s | RAM: 13.09/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:22] +1097.7s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:23] +1098.8s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:24] +1099.8s | RAM: 13.08/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:25] +1100.8s | RAM: 13.09/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:26] +1101.8s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:20:27] +1102.8s | RAM: 13.08/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:28] +1103.8s | RAM: 13.08/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:29] +1104.9s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:30] +1105.9s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:31] +1106.9s | RAM: 13.07/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:32] +1107.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:20:33] +1109.0s | RAM: 13.09/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:34] +1110.0s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:20:35] +1111.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:20:36] +1112.0s | RAM: 13.08/27.65 GB ( 47.3%) | VRAM: N/A
[13:20:38] +1113.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:20:39] +1114.1s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:20:40] +1115.1s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:20:41] +1116.1s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:20:42] +1117.2s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:43] +1118.2s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:44] +1119.2s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:45] +1120.3s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:20:46] +1121.3s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:47] +1122.3s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:48] +1123.3s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:49] +1124.3s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:50] +1125.4s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:51] +1126.4s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:52] +1127.4s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:20:53] +1128.4s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:54] +1129.5s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:55] +1130.5s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:56] +1131.5s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:57] +1132.5s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:20:58] +1133.5s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:20:59] +1134.5s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:00] +1135.6s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:01] +1136.6s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:02] +1137.6s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:03] +1138.6s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:04] +1139.7s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:05] +1140.7s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:06] +1141.7s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:07] +1142.7s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:08] +1143.7s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:09] +1144.7s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:21:10] +1145.8s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:21:11] +1146.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:12] +1147.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:13] +1148.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:14] +1149.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:15] +1150.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:16] +1151.9s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:17] +1152.9s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:18] +1153.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:19] +1154.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:20] +1155.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:21] +1156.9s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:22] +1158.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:23] +1159.0s | RAM: 13.12/27.65 GB ( 47.5%) | VRAM: N/A
[13:21:24] +1160.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:25] +1161.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:27] +1162.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:28] +1163.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:29] +1164.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:30] +1165.1s | RAM: 13.12/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:31] +1166.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:32] +1167.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:33] +1168.2s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:34] +1169.2s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:35] +1170.2s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:36] +1171.2s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:37] +1172.2s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:38] +1173.2s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:21:39] +1174.3s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:21:40] +1175.3s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:21:41] +1176.3s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:21:42] +1177.3s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:43] +1178.3s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:21:44] +1179.3s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:45] +1180.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:46] +1181.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:47] +1182.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:48] +1183.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:49] +1184.4s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:21:50] +1185.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:51] +1186.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:52] +1187.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:53] +1188.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:54] +1189.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:55] +1190.5s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:21:56] +1191.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:57] +1192.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:58] +1193.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:21:59] +1194.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:00] +1195.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:01] +1196.5s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:22:02] +1197.6s | RAM: 13.49/27.65 GB ( 48.8%) | VRAM: N/A
[13:22:03] +1198.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:04] +1199.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:05] +1200.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:06] +1201.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
